identifier,identifier_type_genome1,identifier_type_genome2,record_id_genome1,record_id_genome2,supporting_types_genome1,supporting_types_genome2,start_genome1,start_genome2,end_genome1,end_genome2,strand_genome1,strand_genome2,start_difference_bp,position_match_within_threshold,status
SagB/ThcOx family dehydrogenase,standard_name,,Limnothrix_sp_HT2024_Bactopia,,CDS,,1998720,,2000244,,1,,,False,unique_to_genome1_or_no_match_within_500bp
SpoIID/LytB domain-containing protein,standard_name,,Limnothrix_sp_HT2024_Bactopia,,CDS,,2801681,,2803250,,1,,,False,unique_to_genome1_or_no_match_within_500bp
SulP family inorganic anion transporter,standard_name,,Limnothrix_sp_HT2024_Bactopia,,CDS,,186779,,188453,,-1,,,False,unique_to_genome1_or_no_match_within_500bp
TIGR03943 family protein,standard_name,,Limnothrix_sp_HT2024_Bactopia,,CDS,,1221400,,1222183,,-1,,,False,unique_to_genome1_or_no_match_within_500bp
TIGR03960 family B12-binding radical SAM protein,standard_name,,Limnothrix_sp_HT2024_Bactopia,,CDS,,2142410,,2145068,,-1,,,False,unique_to_genome1_or_no_match_within_500bp
TRAP transporter large permease subunit,standard_name,,Limnothrix_sp_HT2024_Bactopia,,CDS,,1628517,,1629861,,-1,,,False,unique_to_genome1_or_no_match_within_500bp
TerB family tellurite resistance protein,standard_name,,Limnothrix_sp_HT2024_Bactopia,,CDS,,2995056,,2995539,,-1,,,False,unique_to_genome1_or_no_match_within_500bp
TetR/AcrR family transcriptional regulator,standard_name,,Limnothrix_sp_HT2024_Bactopia,,CDS,,3637607,,3638213,,-1,,,False,unique_to_genome1_or_no_match_within_500bp
Thiosulfate sulfurtransferase,standard_name,,Limnothrix_sp_HT2024_Bactopia,,CDS,,609548,,609881,,1,,,False,unique_to_genome1_or_no_match_within_500bp
TldD/PmbA family protein,standard_name,,Limnothrix_sp_HT2024_Bactopia,,CDS,,4340014,,4341412,,1,,,False,unique_to_genome1_or_no_match_within_500bp
TlyA family RNA methyltransferase,standard_name,,Limnothrix_sp_HT2024_Bactopia,,CDS,,1132521,,1133340,,1,,,False,unique_to_genome1_or_no_match_within_500bp
TonB-dependent siderophore receptor,standard_name,,Limnothrix_sp_HT2024_Bactopia,,CDS,,2654698,,2657188,,-1,,,False,unique_to_genome1_or_no_match_within_500bp
TrkA family potassium uptake protein,standard_name,,Limnothrix_sp_HT2024_Bactopia,,CDS,,939320,,940415,,-1,,,False,unique_to_genome1_or_no_match_within_500bp
TrmH family RNA methyltransferase,standard_name,,Limnothrix_sp_HT2024_Bactopia,,CDS,,691696,,692473,,1,,,False,unique_to_genome1_or_no_match_within_500bp
UDP-glucose/GDP-mannose dehydrogenase family protein,standard_name,,Limnothrix_sp_HT2024_Bactopia,,CDS,,4080275,,4081631,,1,,,False,unique_to_genome1_or_no_match_within_500bp
Uma2 family endonuclease,standard_name,,Limnothrix_sp_HT2024_Bactopia,,CDS,,586355,,586964,,-1,,,False,unique_to_genome1_or_no_match_within_500bp
Uma2 family endonuclease,standard_name,,Limnothrix_sp_HT2024_Bactopia,,CDS,,669877,,670471,,-1,,,False,unique_to_genome1_or_no_match_within_500bp
Uma2 family endonuclease,standard_name,,Limnothrix_sp_HT2024_Bactopia,,CDS,,698591,,698990,,-1,,,False,unique_to_genome1_or_no_match_within_500bp
Uma2 family endonuclease,standard_name,,Limnothrix_sp_HT2024_Bactopia,,CDS,,1916736,,1917486,,-1,,,False,unique_to_genome1_or_no_match_within_500bp
Uma2 family endonuclease,standard_name,,Limnothrix_sp_HT2024_Bactopia,,CDS,,2634599,,2635334,,1,,,False,unique_to_genome1_or_no_match_within_500bp
Uma2 family endonuclease,standard_name,,Limnothrix_sp_HT2024_Bactopia,,CDS,,2666502,,2667081,,1,,,False,unique_to_genome1_or_no_match_within_500bp
Uma2 family endonuclease,standard_name,,Limnothrix_sp_HT2024_Bactopia,,CDS,,3092742,,3093327,,1,,,False,unique_to_genome1_or_no_match_within_500bp
Uma2 family endonuclease,standard_name,,Limnothrix_sp_HT2024_Bactopia,,CDS,,3444913,,3445651,,1,,,False,unique_to_genome1_or_no_match_within_500bp
VIT domain-containing protein,standard_name,,Limnothrix_sp_HT2024_Bactopia,,CDS,,4049235,,4051707,,-1,,,False,unique_to_genome1_or_no_match_within_500bp
VOC family protein,standard_name,,Limnothrix_sp_HT2024_Bactopia,,CDS,,827654,,828110,,1,,,False,unique_to_genome1_or_no_match_within_500bp
VWA domain-containing protein,standard_name,,Limnothrix_sp_HT2024_Bactopia,,CDS,,549893,,551666,,1,,,False,unique_to_genome1_or_no_match_within_500bp
VWA domain-containing protein,standard_name,,Limnothrix_sp_HT2024_Bactopia,,CDS,,2891231,,2892527,,1,,,False,unique_to_genome1_or_no_match_within_500bp
WecB/TagA/CpsF family glycosyltransferase,standard_name,,Limnothrix_sp_HT2024_Bactopia,,CDS,,164142,,164883,,-1,,,False,unique_to_genome1_or_no_match_within_500bp
YciI family protein,standard_name,,Limnothrix_sp_HT2024_Bactopia,,CDS,,589178,,589448,,-1,,,False,unique_to_genome1_or_no_match_within_500bp
YdcF family protein,standard_name,,Limnothrix_sp_HT2024_Bactopia,,CDS,,591664,,592483,,-1,,,False,unique_to_genome1_or_no_match_within_500bp
YdcF family protein,standard_name,,Limnothrix_sp_HT2024_Bactopia,,CDS,,735748,,736468,,-1,,,False,unique_to_genome1_or_no_match_within_500bp
YdiU family protein,standard_name,,Limnothrix_sp_HT2024_Bactopia,,CDS,,659953,,661399,,-1,,,False,unique_to_genome1_or_no_match_within_500bp
YggT family protein,standard_name,,Limnothrix_sp_HT2024_Bactopia,,CDS,,694931,,695219,,1,,,False,unique_to_genome1_or_no_match_within_500bp
YifB family Mg chelatase-like AAA ATPase,standard_name,,Limnothrix_sp_HT2024_Bactopia,,CDS,,429143,,430679,,1,,,False,unique_to_genome1_or_no_match_within_500bp
YkgJ family cysteine cluster protein,standard_name,,Limnothrix_sp_HT2024_Bactopia,,CDS,,4005509,,4005938,,-1,,,False,unique_to_genome1_or_no_match_within_500bp
YqiA/YcfP family alpha/beta fold hydrolase,standard_name,,Limnothrix_sp_HT2024_Bactopia,,CDS,,4059732,,4060392,,1,,,False,unique_to_genome1_or_no_match_within_500bp
accD,standard_name,,Limnothrix_sp_HT2024_Bactopia,,CDS,,4001069,,4002056,,-1,,,False,unique_to_genome1_or_no_match_within_500bp
acnB,standard_name,,Limnothrix_sp_HT2024_Bactopia,,CDS,,2175917,,2178509,,-1,,,False,unique_to_genome1_or_no_match_within_500bp
acs,standard_name,,Limnothrix_sp_HT2024_Bactopia,,CDS,,795867,,797838,,-1,,,False,unique_to_genome1_or_no_match_within_500bp
acsF,standard_name,,Limnothrix_sp_HT2024_Bactopia,,CDS,,720159,,721221,,-1,,,False,unique_to_genome1_or_no_match_within_500bp
acyl-CoA dehydrogenase family protein,standard_name,,Limnothrix_sp_HT2024_Bactopia,,CDS,,3223517,,3224792,,1,,,False,unique_to_genome1_or_no_match_within_500bp
acyl-CoA dehydrogenase family protein,standard_name,,Limnothrix_sp_HT2024_Bactopia,,CDS,,4098469,,4099708,,1,,,False,unique_to_genome1_or_no_match_within_500bp
adenine phosphoribosyltransferase,standard_name,,Limnothrix_sp_HT2024_Bactopia,,CDS,,968306,,968843,,1,,,False,unique_to_genome1_or_no_match_within_500bp
adenylate/guanylate cyclase domain-containing protein,standard_name,,Limnothrix_sp_HT2024_Bactopia,,CDS,,247083,,248409,,1,,,False,unique_to_genome1_or_no_match_within_500bp
adenylate/guanylate cyclase domain-containing protein,standard_name,,Limnothrix_sp_HT2024_Bactopia,,CDS,,812376,,814179,,1,,,False,unique_to_genome1_or_no_match_within_500bp
adenylate/guanylate cyclase domain-containing protein,standard_name,,Limnothrix_sp_HT2024_Bactopia,,CDS,,841690,,843403,,-1,,,False,unique_to_genome1_or_no_match_within_500bp
adenylate/guanylate cyclase domain-containing protein,standard_name,,Limnothrix_sp_HT2024_Bactopia,,CDS,,3356069,,3358583,,-1,,,False,unique_to_genome1_or_no_match_within_500bp
agenet domain-containing protein,standard_name,,Limnothrix_sp_HT2024_Bactopia,,CDS,,4137680,,4138739,,1,,,False,unique_to_genome1_or_no_match_within_500bp
aldehyde dehydrogenase family protein,standard_name,,Limnothrix_sp_HT2024_Bactopia,,CDS,,1706569,,1707970,,-1,,,False,unique_to_genome1_or_no_match_within_500bp
aldo/keto reductase,standard_name,,Limnothrix_sp_HT2024_Bactopia,,CDS,,2993576,,2994785,,1,,,False,unique_to_genome1_or_no_match_within_500bp
aldose epimerase,standard_name,,Limnothrix_sp_HT2024_Bactopia,,CDS,,963106,,963982,,-1,,,False,unique_to_genome1_or_no_match_within_500bp
alkene reductase,standard_name,,Limnothrix_sp_HT2024_Bactopia,,CDS,,211388,,212486,,1,,,False,unique_to_genome1_or_no_match_within_500bp
allophycocyanin,standard_name,,Limnothrix_sp_HT2024_Bactopia,,CDS,,3701015,,3701504,,-1,,,False,unique_to_genome1_or_no_match_within_500bp
alpha-mannosidase,standard_name,,Limnothrix_sp_HT2024_Bactopia,,CDS,,1971680,,1975034,,-1,,,False,unique_to_genome1_or_no_match_within_500bp
alpha/beta fold hydrolase,standard_name,,Limnothrix_sp_HT2024_Bactopia,,CDS,,2342088,,2342943,,-1,,,False,unique_to_genome1_or_no_match_within_500bp
alpha/beta hydrolase,standard_name,,Limnothrix_sp_HT2024_Bactopia,,CDS,,503879,,504527,,-1,,,False,unique_to_genome1_or_no_match_within_500bp
alpha/beta hydrolase,standard_name,,Limnothrix_sp_HT2024_Bactopia,,CDS,,2369269,,2371285,,-1,,,False,unique_to_genome1_or_no_match_within_500bp
alpha/beta hydrolase,standard_name,,Limnothrix_sp_HT2024_Bactopia,,CDS,,2424670,,2426428,,-1,,,False,unique_to_genome1_or_no_match_within_500bp
alpha/beta hydrolase,standard_name,,Limnothrix_sp_HT2024_Bactopia,,CDS,,3731382,,3732432,,1,,,False,unique_to_genome1_or_no_match_within_500bp
amino acid permease,standard_name,,Limnothrix_sp_HT2024_Bactopia,,CDS,,4276272,,4278801,,-1,,,False,unique_to_genome1_or_no_match_within_500bp
aminodeoxychorismate/anthranilate synthase component II,standard_name,,Limnothrix_sp_HT2024_Bactopia,,CDS,,469956,,470577,,1,,,False,unique_to_genome1_or_no_match_within_500bp
aminopeptidase P N-terminal domain-containing protein,standard_name,,Limnothrix_sp_HT2024_Bactopia,,CDS,,4341717,,4343070,,1,,,False,unique_to_genome1_or_no_match_within_500bp
aminotransferase class V-fold PLP-dependent enzyme,standard_name,,Limnothrix_sp_HT2024_Bactopia,,CDS,,4521306,,4522506,,1,,,False,unique_to_genome1_or_no_match_within_500bp
amt,standard_name,,Limnothrix_sp_HT2024_Bactopia,,CDS,,2756282,,2760065,,1,,,False,unique_to_genome1_or_no_match_within_500bp
anthranilate phosphoribosyltransferase family protein,standard_name,,Limnothrix_sp_HT2024_Bactopia,,CDS,,371989,,373081,,1,,,False,unique_to_genome1_or_no_match_within_500bp
apcB,standard_name,,Limnothrix_sp_HT2024_Bactopia,,CDS,,1501571,,1502057,,-1,,,False,unique_to_genome1_or_no_match_within_500bp
argF,standard_name,,Limnothrix_sp_HT2024_Bactopia,,CDS,,3488001,,3488937,,-1,,,False,unique_to_genome1_or_no_match_within_500bp
argS,standard_name,,Limnothrix_sp_HT2024_Bactopia,,CDS,,1680415,,1682170,,1,,,False,unique_to_genome1_or_no_match_within_500bp
aroF,standard_name,,Limnothrix_sp_HT2024_Bactopia,,CDS,,2218200,,2219265,,1,,,False,unique_to_genome1_or_no_match_within_500bp
arsB,standard_name,,Limnothrix_sp_HT2024_Bactopia,,CDS,,233654,,234794,,-1,,,False,unique_to_genome1_or_no_match_within_500bp
aspartate aminotransferase,standard_name,,Limnothrix_sp_HT2024_Bactopia,,CDS,,1977716,,1978910,,1,,,False,unique_to_genome1_or_no_match_within_500bp
aspartyl protease family protein,standard_name,,Limnothrix_sp_HT2024_Bactopia,,CDS,,717221,,718205,,-1,,,False,unique_to_genome1_or_no_match_within_500bp
bchD,standard_name,,Limnothrix_sp_HT2024_Bactopia,,CDS,,2664189,,2666235,,1,,,False,unique_to_genome1_or_no_match_within_500bp
bchH,standard_name,,Limnothrix_sp_HT2024_Bactopia,,CDS,,4505242,,4509112,,1,,,False,unique_to_genome1_or_no_match_within_500bp
bchI,standard_name,,Limnothrix_sp_HT2024_Bactopia,,CDS,,2510723,,2511800,,1,,,False,unique_to_genome1_or_no_match_within_500bp
beta strand repeat-containing protein,standard_name,,Limnothrix_sp_HT2024_Bactopia,,CDS,,2728450,,2730577,,1,,,False,unique_to_genome1_or_no_match_within_500bp
bifunctional pantoate--beta-alanine ligase/(d)CMP kinase,standard_name,,Limnothrix_sp_HT2024_Bactopia,,CDS,,918854,,920387,,-1,,,False,unique_to_genome1_or_no_match_within_500bp
bioF,standard_name,,Limnothrix_sp_HT2024_Bactopia,,CDS,,104931,,106176,,-1,,,False,unique_to_genome1_or_no_match_within_500bp
branched-chain amino acid ABC transporter permease,standard_name,,Limnothrix_sp_HT2024_Bactopia,,CDS,,4142046,,4143177,,1,,,False,unique_to_genome1_or_no_match_within_500bp
carA,standard_name,,Limnothrix_sp_HT2024_Bactopia,,CDS,,718612,,719794,,1,,,False,unique_to_genome1_or_no_match_within_500bp
carB,standard_name,,Limnothrix_sp_HT2024_Bactopia,,CDS,,212644,,215944,,-1,,,False,unique_to_genome1_or_no_match_within_500bp
carbohydrate kinase,standard_name,,Limnothrix_sp_HT2024_Bactopia,,CDS,,3268874,,3269879,,1,,,False,unique_to_genome1_or_no_match_within_500bp
carotenoid oxygenase family protein,standard_name,,Limnothrix_sp_HT2024_Bactopia,,CDS,,589565,,591059,,-1,,,False,unique_to_genome1_or_no_match_within_500bp
cation-translocating P-type ATPase,standard_name,,Limnothrix_sp_HT2024_Bactopia,,CDS,,139927,,142900,,-1,,,False,unique_to_genome1_or_no_match_within_500bp
cation:proton antiporter,standard_name,,Limnothrix_sp_HT2024_Bactopia,,CDS,,4081972,,4083877,,1,,,False,unique_to_genome1_or_no_match_within_500bp
cation:proton antiporter,standard_name,,Limnothrix_sp_HT2024_Bactopia,,CDS,,4213084,,4214857,,-1,,,False,unique_to_genome1_or_no_match_within_500bp
cbiQ,standard_name,,Limnothrix_sp_HT2024_Bactopia,,CDS,,3860437,,3861244,,1,,,False,unique_to_genome1_or_no_match_within_500bp
cbiT,standard_name,,Limnothrix_sp_HT2024_Bactopia,,CDS,,1361166,,1361772,,1,,,False,unique_to_genome1_or_no_match_within_500bp
chemotaxis protein CheW,standard_name,,Limnothrix_sp_HT2024_Bactopia,,CDS,,3684996,,3685533,,1,,,False,unique_to_genome1_or_no_match_within_500bp
chlG,standard_name,,Limnothrix_sp_HT2024_Bactopia,,CDS,,4188823,,4189825,,-1,,,False,unique_to_genome1_or_no_match_within_500bp
chlP,standard_name,,Limnothrix_sp_HT2024_Bactopia,,CDS,,930867,,932088,,1,,,False,unique_to_genome1_or_no_match_within_500bp
chloride channel protein,standard_name,,Limnothrix_sp_HT2024_Bactopia,,CDS,,2125289,,2128004,,-1,,,False,unique_to_genome1_or_no_match_within_500bp
chlorophyll a/b binding light-harvesting protein,standard_name,,Limnothrix_sp_HT2024_Bactopia,,CDS,,4144839,,4145913,,1,,,False,unique_to_genome1_or_no_match_within_500bp
chlorophyll a/b binding light-harvesting protein,standard_name,,Limnothrix_sp_HT2024_Bactopia,,CDS,,4145909,,4147415,,1,,,False,unique_to_genome1_or_no_match_within_500bp
choice-of-anchor Q domain-containing protein,standard_name,,Limnothrix_sp_HT2024_Bactopia,,CDS,,3442580,,3444824,,1,,,False,unique_to_genome1_or_no_match_within_500bp
chromosome segregation ATPase,standard_name,,Limnothrix_sp_HT2024_Bactopia,,CDS,,4047393,,4049181,,1,,,False,unique_to_genome1_or_no_match_within_500bp
class I SAM-dependent methyltransferase,standard_name,,Limnothrix_sp_HT2024_Bactopia,,CDS,,1712041,,1712725,,-1,,,False,unique_to_genome1_or_no_match_within_500bp
class I SAM-dependent methyltransferase,standard_name,,Limnothrix_sp_HT2024_Bactopia,,CDS,,2674213,,2675662,,-1,,,False,unique_to_genome1_or_no_match_within_500bp
class I SAM-dependent methyltransferase,standard_name,,Limnothrix_sp_HT2024_Bactopia,,CDS,,3615278,,3616397,,1,,,False,unique_to_genome1_or_no_match_within_500bp
clpB,standard_name,,Limnothrix_sp_HT2024_Bactopia,,CDS,,3875698,,3878317,,-1,,,False,unique_to_genome1_or_no_match_within_500bp
cobN,standard_name,,Limnothrix_sp_HT2024_Bactopia,,CDS,,1748413,,1752319,,1,,,False,unique_to_genome1_or_no_match_within_500bp
cobS,standard_name,,Limnothrix_sp_HT2024_Bactopia,,CDS,,2437942,,2438839,,-1,,,False,unique_to_genome1_or_no_match_within_500bp
cobyric acid synthase,standard_name,,Limnothrix_sp_HT2024_Bactopia,,CDS,,3102834,,3104346,,-1,,,False,unique_to_genome1_or_no_match_within_500bp
cofH,standard_name,,Limnothrix_sp_HT2024_Bactopia,,CDS,,3742929,,3744198,,1,,,False,unique_to_genome1_or_no_match_within_500bp
cphA,standard_name,,Limnothrix_sp_HT2024_Bactopia,,CDS,,1475916,,1478640,,-1,,,False,unique_to_genome1_or_no_match_within_500bp
crtE,standard_name,,Limnothrix_sp_HT2024_Bactopia,,CDS,,2196076,,2196994,,-1,,,False,unique_to_genome1_or_no_match_within_500bp
cruF,standard_name,,Limnothrix_sp_HT2024_Bactopia,,CDS,,307262,,308192,,1,,,False,unique_to_genome1_or_no_match_within_500bp
cruG,standard_name,,Limnothrix_sp_HT2024_Bactopia,,CDS,,308516,,309743,,1,,,False,unique_to_genome1_or_no_match_within_500bp
csaB,standard_name,,Limnothrix_sp_HT2024_Bactopia,,CDS,,1773085,,1774204,,1,,,False,unique_to_genome1_or_no_match_within_500bp
ctpA,standard_name,,Limnothrix_sp_HT2024_Bactopia,,CDS,,1563371,,1564631,,1,,,False,unique_to_genome1_or_no_match_within_500bp
ctpB,standard_name,,Limnothrix_sp_HT2024_Bactopia,,CDS,,737799,,739158,,1,,,False,unique_to_genome1_or_no_match_within_500bp
cysW,standard_name,,Limnothrix_sp_HT2024_Bactopia,,CDS,,1867038,,1867905,,-1,,,False,unique_to_genome1_or_no_match_within_500bp
cysteine desulfurase family protein,standard_name,,Limnothrix_sp_HT2024_Bactopia,,CDS,,2693209,,2694430,,-1,,,False,unique_to_genome1_or_no_match_within_500bp
cytochrome c biogenesis protein,standard_name,,Limnothrix_sp_HT2024_Bactopia,,CDS,,1492493,,1493912,,1,,,False,unique_to_genome1_or_no_match_within_500bp
diguanylate cyclase,standard_name,,Limnothrix_sp_HT2024_Bactopia,,CDS,,1239203,,1241534,,-1,,,False,unique_to_genome1_or_no_match_within_500bp
diguanylate cyclase,standard_name,,Limnothrix_sp_HT2024_Bactopia,,CDS,,4443194,,4446899,,1,,,False,unique_to_genome1_or_no_match_within_500bp
dihydroorotase,standard_name,,Limnothrix_sp_HT2024_Bactopia,,CDS,,3988692,,3989997,,1,,,False,unique_to_genome1_or_no_match_within_500bp
dipeptide epimerase,standard_name,,Limnothrix_sp_HT2024_Bactopia,,CDS,,3259132,,3260194,,1,,,False,unique_to_genome1_or_no_match_within_500bp
dnaA,standard_name,,Limnothrix_sp_HT2024_Bactopia,,CDS,,635,,2054,,1,,,False,unique_to_genome1_or_no_match_within_500bp
dnaG,standard_name,,Limnothrix_sp_HT2024_Bactopia,,CDS,,854359,,856465,,1,,,False,unique_to_genome1_or_no_match_within_500bp
dnaK,standard_name,,Limnothrix_sp_HT2024_Bactopia,,CDS,,1921106,,1923362,,1,,,False,unique_to_genome1_or_no_match_within_500bp
dprA,standard_name,,Limnothrix_sp_HT2024_Bactopia,,CDS,,3630586,,3631822,,1,,,False,unique_to_genome1_or_no_match_within_500bp
dtd,standard_name,,Limnothrix_sp_HT2024_Bactopia,,CDS,,2115909,,2116356,,-1,,,False,unique_to_genome1_or_no_match_within_500bp
dxs,standard_name,,Limnothrix_sp_HT2024_Bactopia,,CDS,,2687670,,2689575,,1,,,False,unique_to_genome1_or_no_match_within_500bp
efflux RND transporter permease subunit,standard_name,,Limnothrix_sp_HT2024_Bactopia,,CDS,,1875007,,1878304,,-1,,,False,unique_to_genome1_or_no_match_within_500bp
elongation factor G,standard_name,,Limnothrix_sp_HT2024_Bactopia,,CDS,,1590416,,1592462,,1,,,False,unique_to_genome1_or_no_match_within_500bp
energy-coupling factor ABC transporter permease,standard_name,,Limnothrix_sp_HT2024_Bactopia,,CDS,,4246167,,4247100,,-1,,,False,unique_to_genome1_or_no_match_within_500bp
esterase-like activity of phytase family protein,standard_name,,Limnothrix_sp_HT2024_Bactopia,,CDS,,1010313,,1011678,,1,,,False,unique_to_genome1_or_no_match_within_500bp
esterase-like activity of phytase family protein,standard_name,,Limnothrix_sp_HT2024_Bactopia,,CDS,,4387114,,4389049,,-1,,,False,unique_to_genome1_or_no_match_within_500bp
extracellular solute-binding protein,standard_name,,Limnothrix_sp_HT2024_Bactopia,,CDS,,1135990,,1137250,,1,,,False,unique_to_genome1_or_no_match_within_500bp
family 10 glycosylhydrolase,standard_name,,Limnothrix_sp_HT2024_Bactopia,,CDS,,3978541,,3980512,,1,,,False,unique_to_genome1_or_no_match_within_500bp
ffh,standard_name,,Limnothrix_sp_HT2024_Bactopia,,CDS,,4258262,,4259786,,1,,,False,unique_to_genome1_or_no_match_within_500bp
fructosamine kinase family protein,standard_name,,Limnothrix_sp_HT2024_Bactopia,,CDS,,4247546,,4248455,,-1,,,False,unique_to_genome1_or_no_match_within_500bp
ftsH,standard_name,,Limnothrix_sp_HT2024_Bactopia,,CDS,,1273473,,1275567,,-1,,,False,unique_to_genome1_or_no_match_within_500bp
fusA,standard_name,,Limnothrix_sp_HT2024_Bactopia,,CDS,,3951812,,3953888,,1,,,False,unique_to_genome1_or_no_match_within_500bp
fused MFS/spermidine synthase,standard_name,,Limnothrix_sp_HT2024_Bactopia,,CDS,,1255357,,1257748,,-1,,,False,unique_to_genome1_or_no_match_within_500bp
gamma-glutamyl-phosphate reductase,standard_name,,Limnothrix_sp_HT2024_Bactopia,,CDS,,3000079,,3001345,,-1,,,False,unique_to_genome1_or_no_match_within_500bp
gap,standard_name,,Limnothrix_sp_HT2024_Bactopia,,CDS,,748519,,749539,,-1,,,False,unique_to_genome1_or_no_match_within_500bp
gatB,standard_name,,Limnothrix_sp_HT2024_Bactopia,,CDS,,1093287,,1094772,,1,,,False,unique_to_genome1_or_no_match_within_500bp
glgA,standard_name,,Limnothrix_sp_HT2024_Bactopia,,CDS,,1325853,,1327305,,1,,,False,unique_to_genome1_or_no_match_within_500bp
glgB,standard_name,,Limnothrix_sp_HT2024_Bactopia,,CDS,,2214621,,2216925,,1,,,False,unique_to_genome1_or_no_match_within_500bp
glnA,standard_name,,Limnothrix_sp_HT2024_Bactopia,,CDS,,3607978,,3609400,,1,,,False,unique_to_genome1_or_no_match_within_500bp
gloB,standard_name,,Limnothrix_sp_HT2024_Bactopia,,CDS,,2528368,,2529151,,-1,,,False,unique_to_genome1_or_no_match_within_500bp
gltX,standard_name,,Limnothrix_sp_HT2024_Bactopia,,CDS,,4242285,,4243734,,-1,,,False,unique_to_genome1_or_no_match_within_500bp
glucose-1-phosphate adenylyltransferase,standard_name,,Limnothrix_sp_HT2024_Bactopia,,CDS,,1003267,,1004557,,1,,,False,unique_to_genome1_or_no_match_within_500bp
glucose-6-phosphate isomerase,standard_name,,Limnothrix_sp_HT2024_Bactopia,,CDS,,4138941,,4140546,,-1,,,False,unique_to_genome1_or_no_match_within_500bp
glutamate-5-semialdehyde dehydrogenase,standard_name,,Limnothrix_sp_HT2024_Bactopia,,CDS,,495493,,496807,,1,,,False,unique_to_genome1_or_no_match_within_500bp
glutamyl-tRNA reductase,standard_name,,Limnothrix_sp_HT2024_Bactopia,,CDS,,3762376,,3763663,,1,,,False,unique_to_genome1_or_no_match_within_500bp
glutathione S-transferase family protein,standard_name,,Limnothrix_sp_HT2024_Bactopia,,CDS,,1760843,,1761671,,-1,,,False,unique_to_genome1_or_no_match_within_500bp
glyA,standard_name,,Limnothrix_sp_HT2024_Bactopia,,CDS,,324902,,326186,,1,,,False,unique_to_genome1_or_no_match_within_500bp
glycerate kinase,standard_name,,Limnothrix_sp_HT2024_Bactopia,,CDS,,781820,,782747,,1,,,False,unique_to_genome1_or_no_match_within_500bp
glycerol-3-phosphate acyltransferase,standard_name,,Limnothrix_sp_HT2024_Bactopia,,CDS,,641307,,644331,,-1,,,False,unique_to_genome1_or_no_match_within_500bp
glycerophosphodiester phosphodiesterase,standard_name,,Limnothrix_sp_HT2024_Bactopia,,CDS,,4148621,,4149371,,-1,,,False,unique_to_genome1_or_no_match_within_500bp
glycogen/starch/alpha-glucan phosphorylase,standard_name,,Limnothrix_sp_HT2024_Bactopia,,CDS,,972099,,974688,,1,,,False,unique_to_genome1_or_no_match_within_500bp
glycoside hydrolase family 15 protein,standard_name,,Limnothrix_sp_HT2024_Bactopia,,CDS,,3399327,,3402642,,1,,,False,unique_to_genome1_or_no_match_within_500bp
glycosyltransferase,standard_name,,Limnothrix_sp_HT2024_Bactopia,,CDS,,732357,,733551,,1,,,False,unique_to_genome1_or_no_match_within_500bp
glycosyltransferase,standard_name,,Limnothrix_sp_HT2024_Bactopia,,CDS,,768893,,771293,,1,,,False,unique_to_genome1_or_no_match_within_500bp
glycosyltransferase,standard_name,,Limnothrix_sp_HT2024_Bactopia,,CDS,,3027932,,3028814,,-1,,,False,unique_to_genome1_or_no_match_within_500bp
glycosyltransferase,standard_name,,Limnothrix_sp_HT2024_Bactopia,,CDS,,3812882,,3818486,,1,,,False,unique_to_genome1_or_no_match_within_500bp
glycosyltransferase,standard_name,,Limnothrix_sp_HT2024_Bactopia,,CDS,,4074046,,4075042,,-1,,,False,unique_to_genome1_or_no_match_within_500bp
glycosyltransferase 61 family protein,standard_name,,Limnothrix_sp_HT2024_Bactopia,,CDS,,3270872,,3272414,,-1,,,False,unique_to_genome1_or_no_match_within_500bp
glycosyltransferase 61 family protein,standard_name,,Limnothrix_sp_HT2024_Bactopia,,CDS,,3405105,,3407757,,-1,,,False,unique_to_genome1_or_no_match_within_500bp
glycosyltransferase 61 family protein,standard_name,,Limnothrix_sp_HT2024_Bactopia,,CDS,,4045382,,4047134,,1,,,False,unique_to_genome1_or_no_match_within_500bp
glycosyltransferase family 2 protein,standard_name,,Limnothrix_sp_HT2024_Bactopia,,CDS,,1087414,,1088671,,1,,,False,unique_to_genome1_or_no_match_within_500bp
glycosyltransferase family 2 protein,standard_name,,Limnothrix_sp_HT2024_Bactopia,,CDS,,1441384,,1442467,,1,,,False,unique_to_genome1_or_no_match_within_500bp
glycosyltransferase family 2 protein,standard_name,,Limnothrix_sp_HT2024_Bactopia,,CDS,,1442595,,1443561,,1,,,False,unique_to_genome1_or_no_match_within_500bp
glycosyltransferase family 2 protein,standard_name,,Limnothrix_sp_HT2024_Bactopia,,CDS,,2501948,,2503445,,-1,,,False,unique_to_genome1_or_no_match_within_500bp
glycosyltransferase family 2 protein,standard_name,,Limnothrix_sp_HT2024_Bactopia,,CDS,,2521737,,2522808,,1,,,False,unique_to_genome1_or_no_match_within_500bp
glycosyltransferase family 2 protein,standard_name,,Limnothrix_sp_HT2024_Bactopia,,CDS,,2741066,,2742020,,1,,,False,unique_to_genome1_or_no_match_within_500bp
glycosyltransferase family 2 protein,standard_name,,Limnothrix_sp_HT2024_Bactopia,,CDS,,3110717,,3111839,,-1,,,False,unique_to_genome1_or_no_match_within_500bp
glycosyltransferase family 2 protein,standard_name,,Limnothrix_sp_HT2024_Bactopia,,CDS,,3983393,,3985142,,-1,,,False,unique_to_genome1_or_no_match_within_500bp
