/home/mi/work/genome1.fna /home/mi/work/genome2.fna
NUCMER

[S1]	[E1]	[S2]	[E2]	[LEN 1]	[LEN 2]	[% IDY]	[LEN R]	[LEN Q]	[COV R]	[COV Q]	[TAGS]
3699402	3699535	3786414	3786277	134	138	90.58	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
3699403	3699539	2230312	2230451	137	140	85.21	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
3699403	3699535	2742166	2742302	133	137	91.24	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
3699403	3699535	3848555	3848691	133	137	90.51	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
3699404	3699537	298575	298712	134	138	92.03	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
3699404	3699537	659821	659957	134	137	92.03	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
3699404	3699537	2319605	2319742	134	138	91.30	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
3699404	3699537	2561969	2562106	134	138	92.75	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
3699404	3699537	2859545	2859682	134	138	89.13	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
3699404	3699541	3126662	3126803	138	142	92.96	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
3699407	3699522	899893	900012	116	120	90.83	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
3699407	3699535	1594289	1594157	129	133	92.48	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
3699407	3699535	3763690	3763817	129	128	87.69	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
3699407	3699535	4094924	4095052	129	129	96.90	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
3699407	3699535	4306662	4306794	129	133	90.98	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
3699407	3699535	4503911	4503783	129	129	93.80	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
3699449	3699537	211196	211284	89	89	95.51	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
3699460	3699537	2474293	2474370	78	78	94.87	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
3699460	3699535	3379357	3379432	76	76	96.05	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
3709906	3710954	3149411	3148363	1049	1049	92.47	4539749	4536413	0.02	0.02	CorrectedCP166615.1	FinalAssembly_Ba.1
3716149	3716294	1782306	1782451	146	146	88.44	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
3716149	3725674	3723002	3732589	9526	9588	98.42	4539749	4536413	0.21	0.21	CorrectedCP166615.1	FinalAssembly_Ba.1
3716155	3716294	411057	410918	140	140	86.43	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
3725670	3725849	1210171	1209992	180	180	91.67	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
3725675	3725847	803361	803533	173	173	91.91	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
3725675	3725847	1278014	1277842	173	173	95.38	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
3725675	3725848	1593983	1594156	174	174	90.23	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
3725675	3725855	2437892	2437712	181	181	91.71	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
3725675	3725848	4034868	4035041	174	174	94.25	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
3725675	3725848	4260608	4260782	174	175	94.86	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
3725848	3757156	3732587	3763900	31309	31314	99.12	4539749	4536413	0.69	0.69	CorrectedCP166615.1	FinalAssembly_Ba.1
3730595	3730737	4338464	4338323	143	142	93.01	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
3730601	3730735	2543906	2543772	135	135	92.59	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
3730606	3730741	991078	990942	136	137	97.81	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
3730606	3730746	1690523	1690665	141	143	96.50	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
3730606	3730732	2153542	2153416	127	127	94.49	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
3730606	3730737	3108735	3108866	132	132	98.48	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
3730606	3730737	3431655	3431786	132	132	98.48	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
3730606	3730741	3490716	3490852	136	137	95.62	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
3730606	3730737	3669443	3669312	132	132	96.21	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
3730606	3730737	4313368	4313237	132	132	93.94	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
3730609	3730737	470705	470577	129	129	94.57	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
3730634	3730738	2611019	2610915	105	105	95.24	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
3730639	3730737	121193	121291	99	99	93.94	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
3735635	3735959	1636209	1635822	325	388	73.42	4539749	4536413	0.01	0.01	CorrectedCP166615.1	FinalAssembly_Ba.1
3735795	3735982	3206555	3206739	188	185	87.83	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
3746314	3746464	1946505	1946655	151	151	93.38	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
3746317	3746470	45847	45693	154	155	94.84	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
3746317	3746467	319290	319440	151	151	93.38	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
3746317	3746465	1301279	1301427	149	149	92.62	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
3746317	3746462	1836387	1836532	146	146	94.52	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
3746317	3746464	2239336	2239483	148	148	90.54	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
3746318	3746470	2396787	2396939	153	153	93.46	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
3746325	3746464	471911	471772	140	140	96.43	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
3752232	3752657	80982	81407	426	426	92.97	4539749	4536413	0.01	0.01	CorrectedCP166615.1	FinalAssembly_Ba.1
3756937	3757073	211147	211282	137	136	96.35	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
3756939	3757077	2474230	2474372	139	143	93.01	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
3756942	3757075	1619549	1619412	134	138	95.65	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
3756942	3757067	3104498	3104627	126	130	92.31	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
3756942	3757073	3379297	3379432	132	136	95.59	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
3756942	3757073	3423688	3423823	132	136	92.65	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
3756942	3757073	4309407	4309272	132	136	91.91	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
3756943	3757076	3233577	3233714	134	138	94.93	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
3756943	3757076	3573928	3574065	134	138	95.65	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
3756944	3757077	3140074	3139941	134	134	97.01	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
3756944	3757074	3507875	3508009	131	135	91.85	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
3756946	3757073	757540	757671	128	132	94.70	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
3756946	3757073	2230316	2230447	128	132	96.97	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
3756946	3757073	3848557	3848430	128	128	91.41	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
3756947	3757073	48449	48319	127	131	94.66	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
3756987	3757077	4094966	4095056	91	91	93.41	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
3756998	3757077	2742227	2742306	80	80	93.75	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
3757151	3758062	1727457	1728367	912	911	91.01	4539749	4536413	0.02	0.02	CorrectedCP166615.1	FinalAssembly_Ba.1
3757151	3758062	2945387	2944477	912	911	91.23	4539749	4536413	0.02	0.02	CorrectedCP166615.1	FinalAssembly_Ba.1
3758060	3758124	3763897	3763961	65	65	100.00	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
3758117	3758299	4260601	4260784	183	184	94.57	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
3758121	3758299	4034865	4035043	179	179	94.41	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
3758122	3758296	803359	803533	175	175	92.00	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
3758122	3758296	1278016	1277842	175	175	95.43	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
3758123	3758297	1210167	1209993	175	175	92.00	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
3758123	3758297	1593982	1594156	175	175	90.29	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
3758123	3758297	2437893	2437719	175	175	92.57	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
3758297	3767595	3763958	3773270	9299	9313	98.99	4539749	4536413	0.20	0.21	CorrectedCP166615.1	FinalAssembly_Ba.1
3767631	3779424	3773402	3785200	11794	11799	99.02	4539749	4536413	0.26	0.26	CorrectedCP166615.1	FinalAssembly_Ba.1
3775024	3775203	108887	109065	180	179	91.11	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
3775024	3775208	1243653	1243837	185	185	92.97	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
3775024	3775203	1782060	1782238	180	179	90.56	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
3775024	3775208	1968823	1968639	185	185	91.89	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
3775029	3775204	755549	755376	176	174	90.34	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
3781776	3786073	3786470	3790767	4298	4298	98.88	4539749	4536413	0.09	0.09	CorrectedCP166615.1	FinalAssembly_Ba.1
3785021	3785105	4276222	4276138	85	85	94.12	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
3785093	3785160	2999974	2999907	68	68	98.53	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
3786089	3789281	3792532	3795724	3193	3193	97.12	4539749	4536413	0.07	0.07	CorrectedCP166615.1	FinalAssembly_Ba.1
3803688	3806657	3809719	3812688	2970	2970	97.88	4539749	4536413	0.07	0.07	CorrectedCP166615.1	FinalAssembly_Ba.1
3808495	3829395	3812812	3833701	20901	20890	98.70	4539749	4536413	0.46	0.46	CorrectedCP166615.1	FinalAssembly_Ba.1
3829187	3829387	3996122	3996322	201	201	94.53	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
3829393	3830304	1728367	1727456	912	912	99.56	4539749	4536413	0.02	0.02	CorrectedCP166615.1	FinalAssembly_Ba.1
3829393	3830303	2944477	2945387	911	911	99.34	4539749	4536413	0.02	0.02	CorrectedCP166615.1	FinalAssembly_Ba.1
3829917	3830063	113063	112916	147	148	95.27	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
3830299	3869642	3833699	3873038	39344	39340	98.66	4539749	4536413	0.87	0.87	CorrectedCP166615.1	FinalAssembly_Ba.1
3842273	3842354	659958	659877	82	82	96.34	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
3842273	3842350	2543767	2543844	78	78	93.59	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
3842273	3842350	2562107	2562030	78	78	98.72	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
3842274	3842350	3126799	3126723	77	77	98.70	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
3842276	3842350	470577	470651	75	75	96.00	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
3842276	3842350	2739335	2739409	75	75	97.33	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
3842276	3842354	3786277	3786355	79	79	94.94	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
3842276	3842354	4306794	4306716	79	79	96.20	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
3842276	3842350	4503783	4503857	75	75	96.00	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
3842282	3842350	1170430	1170362	69	69	100.00	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
3845031	3845168	757679	757540	138	140	88.73	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
3845036	3845171	2474373	2474234	136	140	88.57	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
3845040	3845167	48318	48449	128	132	88.64	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
3845040	3845172	211283	211151	133	133	91.73	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
3845040	3845171	3423824	3423689	132	136	88.24	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
3845041	3845168	1619414	1619545	128	132	89.39	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
3845041	3845172	2230447	2230312	132	136	90.44	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
3845041	3845168	3139945	3140072	128	128	91.41	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
3845041	3845168	3233711	3233580	128	132	88.64	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
3845041	3845168	3379432	3379301	128	132	90.15	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
3845041	3845168	3574062	3573931	128	132	89.39	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
3845041	3845168	3763817	3763690	128	128	93.75	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
3845166	3845302	3786413	3786277	137	137	97.08	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
3845167	3845306	649706	649845	140	140	85.11	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
3845167	3845306	1594292	1594153	140	140	95.00	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
3845167	3845302	4306659	4306794	136	136	96.32	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
3845168	3845302	4503913	4503783	135	131	95.56	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
3845170	3845302	298578	298710	133	133	94.74	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
3845170	3845306	659824	659959	137	136	97.08	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
3845170	3845289	899893	900012	120	120	97.50	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
3845170	3845306	2319608	2319744	137	137	93.43	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
3845170	3845302	2561972	2562104	133	133	93.98	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
3845170	3845306	2699039	2698903	137	137	84.06	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
3845170	3845305	2739463	2739332	136	132	95.59	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
3845170	3845302	2859548	2859680	133	133	95.49	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
3845170	3845302	3126665	3126797	133	133	93.98	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
3845170	3845306	4094924	4095056	137	133	94.16	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
3866848	3866988	2250	2110	141	141	97.16	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
3866850	3866988	635416	635278	139	139	96.40	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
3866852	3866988	1797339	1797203	137	137	95.62	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
3866852	3866991	1836246	1836385	140	140	99.29	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
3866852	3866922	2432422	2432492	71	71	98.59	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
3866852	3866992	4362015	4362155	141	141	97.16	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
3866853	3866991	224340	224478	139	139	97.84	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
3866853	3866991	1397624	1397486	139	139	97.84	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
3866854	3866991	3959507	3959370	138	138	97.83	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
3866856	3866988	601528	601397	133	132	92.48	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
3866856	3866995	718330	718469	140	140	97.14	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
3866856	3866988	847810	847678	133	133	98.50	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
3866856	3866988	1246690	1246822	133	133	98.50	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
3866856	3866988	1917598	1917730	133	133	95.49	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
3866856	3866988	2899718	2899586	133	133	98.50	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
3866856	3866993	2960772	2960635	138	138	97.83	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
3866856	3866988	4303328	4303196	133	133	97.74	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
3866858	3866998	3073217	3073357	141	141	92.20	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
3866859	3866988	326188	326317	130	130	96.15	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
3870479	3914637	3873062	3917209	44159	44148	99.15	4539749	4536413	0.97	0.97	CorrectedCP166615.1	FinalAssembly_Ba.1
3922291	3922536	3919556	3919801	246	246	97.56	4539749	4536413	0.01	0.01	CorrectedCP166615.1	FinalAssembly_Ba.1
3922536	3922716	1209991	1210171	181	181	95.58	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
3922538	3922712	149732	149558	175	175	92.00	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
3922538	3922716	1594156	1593978	179	179	91.67	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
3922538	3922717	2437719	2437898	180	180	93.33	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
3922538	3922712	4035041	4034867	175	175	92.57	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
3922538	3922712	4260782	4260607	175	176	92.05	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
3922539	3922712	803533	803360	174	174	95.98	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
3922539	3922712	1277842	1278015	174	174	94.83	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
3922712	3964551	3919801	3961670	41840	41870	98.77	4539749	4536413	0.92	0.92	CorrectedCP166615.1	FinalAssembly_Ba.1
3941166	3941312	1281413	1281560	147	148	85.81	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
3960173	3960320	3753072	3753219	148	148	92.57	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
3960174	3960320	45847	45701	147	147	92.52	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
3960174	3960320	319290	319436	147	147	90.48	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
3960174	3960320	960472	960618	147	147	93.20	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
3960174	3960320	1301279	1301425	147	147	91.16	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
3960174	3960320	2239336	2239482	147	147	90.48	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
3960178	3960311	1946512	1946645	134	134	93.28	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
3960182	3960320	471911	471773	139	139	94.24	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
3962234	3962372	2899580	2899718	139	139	98.56	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
3962235	3962374	224480	224341	140	140	97.14	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
3962235	3962377	1246827	1246686	143	142	96.50	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
3962236	3962372	601393	601528	137	136	92.70	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
3962236	3962372	847674	847810	137	137	97.08	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
3962236	3962374	1836386	1836248	139	139	98.56	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
3962236	3962372	4303192	4303328	137	137	94.89	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
3962237	3962374	1397486	1397623	138	138	95.65	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
3962237	3962374	3870390	3870253	138	138	97.83	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
3962240	3962372	2110	2242	133	133	99.25	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
3962240	3962372	635278	635410	133	133	99.25	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
3962240	3962372	718462	718330	133	133	96.99	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
3962240	3962372	1797203	1797335	133	133	96.99	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
3962240	3962372	1917730	1917598	133	133	96.24	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
3962240	3962372	2960640	2960772	133	133	96.24	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
3962240	3962370	3073347	3073217	131	131	94.66	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
3962240	3962372	4362151	4362019	133	133	97.74	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
3962240	3962372	4492856	4492725	133	132	90.23	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
3966531	3969457	3962093	3965022	2927	2930	98.84	4539749	4536413	0.06	0.06	CorrectedCP166615.1	FinalAssembly_Ba.1
3969454	3984457	3966311	3981315	15004	15005	98.51	4539749	4536413	0.33	0.33	CorrectedCP166615.1	FinalAssembly_Ba.1
3984611	3995145	3981409	3991969	10535	10561	98.86	4539749	4536413	0.23	0.23	CorrectedCP166615.1	FinalAssembly_Ba.1
3995173	4037717	3992189	4034814	42545	42626	98.67	4539749	4536413	0.94	0.94	CorrectedCP166615.1	FinalAssembly_Ba.1
3999106	3999306	3833493	3833693	201	201	93.53	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
4011606	4011741	1782275	1782411	136	137	91.30	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
4011606	4011737	3722971	3723102	132	132	89.55	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
4011617	4011715	1697146	1697048	99	99	91.00	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
4011622	4011716	426303	426209	95	95	96.84	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
4011627	4011780	110211	110058	154	154	98.05	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
4011627	4011741	411073	410958	115	116	93.16	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
4011627	4011740	1017622	1017736	114	115	93.10	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
4011627	4011728	1525165	1525064	102	102	93.14	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
4011627	4011728	2432645	2432544	102	102	96.08	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
4023282	4023469	1882193	1882006	188	188	76.56	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
4038055	4041068	4190635	4187630	3014	3006	98.14	4539749	4536413	0.07	0.07	CorrectedCP166615.1	FinalAssembly_Ba.1
4041069	4041972	1728364	1727461	904	904	99.56	4539749	4536413	0.02	0.02	CorrectedCP166615.1	FinalAssembly_Ba.1
